item_id,word_id,sense_id,headword,pinyin_tag,pinyin,word_type,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online,ValenceArousal_Valence_Mean,ValenceArousal_Valence_SD,ValenceArousal_Arousal_Mean,ValenceArousal_Arousal_SD,ValenceArousal_Men_Valence_Mean,ValenceArousal_Men_Valence_SD,ValenceArousal_Women_Valence_Mean,ValenceArousal_Women_Valence_SD,ValenceArousal_Men_Arousal_Mean,ValenceArousal_Men_Arousal_SD,ValenceArousal_Women_Arousal_Mean,ValenceArousal_Women_Arousal_SD,SUBTLEXWord_WCount,SUBTLEXWord_W/million,SUBTLEXWord_logW,SUBTLEXWord_W-CD,SUBTLEXWord_W-CD%,SUBTLEXWord_logW-CD,MELD_RT,MELD_RTSD,MELD_zRT,MELD_zRTSD,MELD_ERR,Concreteness_Mean of Valid Ratings,Concreteness_SD of Valid Ratings,CLD_Phonemes,CLD_Frequency,CLD_C1Frequency,CLD_C2Frequency,CLD_FrequencyRaw,CLD_C1FrequencyRaw,CLD_C2FrequencyRaw,CLD_FrequencyWeibo,CLD_C1FrequencyWeibo,CLD_C2FrequencyWeibo,CLD_FrequencyRawWeibo,CLD_C1FrequencyRawWeibo,CLD_C2FrequencyRawWeibo,CLD_PhonologicalFrequency,CLD_C1PhonologicalFrequency,CLD_C2PhonologicalFrequency,CLD_C1FamilySize,CLD_C2FamilySize,CLD_C1FamilyFrequency,CLD_C2FamilyFrequency,CLD_Strokes,CLD_C1Strokes,CLD_C2Strokes,CLD_C1Pixels,CLD_C2Pixels,CLD_C1PictureSize,CLD_C2PictureSize,CLD_C1OLDPixels,CLD_C2OLDPixels,CLD_PhonologicalN,CLD_C1PhonologicalN,CLD_C2PhonologicalN,CLD_PLD,CLD_C1PLD,CLD_C2PLD,CLD_MeanPhonemeFrequency,CLD_C1MeanPhonemeFrequency,CLD_C2MeanPhonemeFrequency,CLD_MinPhonemeFrequency,CLD_C1MinPhonemeFrequency,CLD_C2MinPhonemeFrequency,CLD_MaxPhonemeFrequency,CLD_C1MaxPhonemeFrequency,CLD_C2MaxPhonemeFrequency,CLD_C1InitialPhonemeFrequency,CLD_C2InitialPhonemeFrequency,CLD_MeanDiphoneFrequency,CLD_MinDiphoneFrequency,CLD_MaxDiphoneFrequency,CLD_C1Friends,CLD_C2Friends,CLD_C1HomographTokens,CLD_C2HomographTokens,CLD_C1FriendsFrequency,CLD_C2FriendsFrequency,CLD_C1HomophonesFrequency,CLD_C2HomophonesFrequency,CLD_C1Entropy,CLD_C1BackwardEntropy,CLD_PMI,CLD_PSPMI,CLD_TScore,CLD_PSTScore,CLD_C1ConditionalProbability,CLD_C1BackwardConditionalProbability,CLD_EntropyCharacterFrequencies,AoA_Mean,AoA_SD
559,210,3,塑造,sùzào,sùzào,2,"<entry id=""49218""><hwg><hw>塑造</hw><pinyin>sùzào</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 用泥土等可塑材料制成人物形象：<ex>庙里～了一尊泥菩萨。</ex></def><def><num>❷</num> 用语言文字或其他艺术手段表现人物形象：<ex>这篇小说成功地～了一位知识分子的形象。</ex></def><def><num>❸</num> 通过培养、改造使人或事物达到某种预定的目标：<ex>把自己～成有创新能力的人｜把公司～成世界一流的企业。</ex></def>",动词。,动词,通过培养、改造使人或事物达到某种预定的目标。,通过培养、改造使人或事物达到某种预定的目标。,动词。通过培养、改造使人或事物达到某种预定的目标。,把自己塑造成有创新能力的人。,41,,,1,,,,,0,0.73,0.72,2.1,1.17,0.91,0.7,0.6,0.74,2.25,1.04,2.0,1.28,155,4.62,2.1903,139,2.23,2.143,714.22375,291.493212901481,-0.356241993196789,0.900809548539098,0.0,4.037037,0.897924,5,5.9377,21.7037,283.0667,801,4395,57321,6.3708,19.9807,294.5408,646,3111,45860,5.9377,1583.2765,512.7428,16,68,25.8117,386.3677,23,13,10,4204,3745,3050,2905,2926.55,2309.35,1,24,23,1.95,1.0,1.0,153680.1171,104309.066,186594.1512,15852.8169,15852.8169,45738.4062,321278.7324,192765.315,321278.7324,15852.8169,45738.4062,23348.8325,1585.5004,70491.8829,16,68,0,0,20.8451,400.4448,1556.4937,106.3603,1.609,3.0236,7.9284,8.9471,37.8769,54.0254,0.3774740800000000,0.02322884,0.3704,11.952380952381,4.35288628930495
560,211,1,内向,nèixiàng,nèixiàng,2,"<entry id=""37275""><hwg><hw>内向</hw><pinyin>nèixiàng</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 指人深沉内敛，内心活动不轻易表露出来：<ex>性格～｜他是个～的人，不大愿意跟人交流。</ex></def><def><num>❷</num> 属性词。指面向国内市场的：<ex>～型经济。</ex></def>",形容词。,形容词,指人深沉内敛，内心活动不轻易表露出来。,指人深沉内敛，内心活动不轻易表露出来。,形容词。指人深沉内敛，内心活动不轻易表露出来。,性格内向。,30,,,1,,,,,0,-0.81,0.65,1.39,1.04,-0.73,0.65,-0.85,0.67,1.7,1.16,1.0,0.76,7,0.21,0.8451,7,0.11,0.8451,770.61947368421,388.791129959071,-0.364843922623111,0.863587250643501,5.0,3.16129,1.185939,7,2.0904,521.6,423.8025,282,105624,85820,2.712,555.896,393.2177,275,86553,61224,2.0904,694.1512,3085.7821,87,70,490.5041,263.0467,10,4,6,2950,3090,2438,1549,2236.35,2326.5,0,8,9,2.35,1.5,1.45,188887.8312,202289.6689,178836.4529,69176.805,91490.8006,69176.805,321278.7324,283815.5226,321278.7324,231562.6835,69176.805,41164.5441,695.6931,81215.1816,87,70,0,0,692.0608,598.5248,0.0,2485.1668,3.1332,3.6529,2.5431,3.4168,2.8917,4.2826,0.00551158,0.01211965,0.9923,13.0,4.83045891539648
561,211,2,内向,nèixiàng,nèixiàng,2,"<entry id=""37275""><hwg><hw>内向</hw><pinyin>nèixiàng</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 指人深沉内敛，内心活动不轻易表露出来：<ex>性格～｜他是个～的人，不大愿意跟人交流。</ex></def><def><num>❷</num> 属性词。指面向国内市场的：<ex>～型经济。</ex></def>",属性词。,属性词,指面向国内市场的。,指面向国内市场的。,属性词。指面向国内市场的。,内向型经济。,21,,,1,,,,,0,-0.81,0.65,1.39,1.04,-0.73,0.65,-0.85,0.67,1.7,1.16,1.0,0.76,7,0.21,0.8451,7,0.11,0.8451,770.61947368421,388.791129959071,-0.364843922623111,0.863587250643501,5.0,3.16129,1.185939,7,2.0904,521.6,423.8025,282,105624,85820,2.712,555.896,393.2177,275,86553,61224,2.0904,694.1512,3085.7821,87,70,490.5041,263.0467,10,4,6,2950,3090,2438,1549,2236.35,2326.5,0,8,9,2.35,1.5,1.45,188887.8312,202289.6689,178836.4529,69176.805,91490.8006,69176.805,321278.7324,283815.5226,321278.7324,231562.6835,69176.805,41164.5441,695.6931,81215.1816,87,70,0,0,692.0608,598.5248,0.0,2485.1668,3.1332,3.6529,2.5431,3.4168,2.8917,4.2826,0.00551158,0.01211965,0.9923,13.0,4.83045891539648
562,212,1,纵横,zònghéng,zònghéng,2,"<entry id=""69256""><hwg><hw>纵横</hw><pinyin>zònghéng</pinyin></hwg><def><num>❶</num> <ps>形</ps>竖和横；横一条竖一条的：<ex>～交错｜铁路～，像蜘蛛网一样。</ex></def><def><num>❷</num> <ps>形</ps>奔放自如：<ex>笔意～。</ex></def><def><num>❸</num> <ps>动</ps>奔驰无阻：<ex>红军长驱二万五千余里，～十一个省。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://纵横捭阖"">纵横捭阖</a></div></ci>",形容词。,形容词,竖和横；横一条竖一条的。,竖和横；横一条竖一条的。,形容词。竖和横；横一条竖一条的。,纵横交错。,23,,,1,,,,,0,0.42,0.76,2.37,1.16,0.11,0.33,0.55,0.86,2.63,1.19,2.18,1.17,23,0.69,1.3617,19,0.3,1.2788,737.586923076923,246.684783768506,-0.358226164504197,0.694334234572255,2.5,3.25,1.040833,6,4.344,32.3605,50.884,586,6553,10304,5.5523,33.1407,59.2999,563,5160,9233,4.344,50.4596,192.1423,22,39,39.7405,44.2328,22,7,15,3858,4155,4443,3246,2931.75,2470.7,0,15,17,2.6,1.25,1.15,88910.6635,75344.9914,102476.3356,30825.1594,30825.1594,68424.4996,149471.4085,149471.4085,149471.4085,45738.4062,68424.4996,14204.295,1206.2787,31085.2483,22,30,0,9,39.9629,37.1831,6.1527,150.6153,2.9455,1.3455,9.9493,13.2608,65.4659,206.4658,0.1920052400000000,0.6643990900000000,0.964,13.5789474,3.40450338
563,212,2,纵横,zònghéng,zònghéng,2,"<entry id=""69256""><hwg><hw>纵横</hw><pinyin>zònghéng</pinyin></hwg><def><num>❶</num> <ps>形</ps>竖和横；横一条竖一条的：<ex>～交错｜铁路～，像蜘蛛网一样。</ex></def><def><num>❷</num> <ps>形</ps>奔放自如：<ex>笔意～。</ex></def><def><num>❸</num> <ps>动</ps>奔驰无阻：<ex>红军长驱二万五千余里，～十一个省。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://纵横捭阖"">纵横捭阖</a></div></ci>",形容词。,形容词,奔放自如。,奔放自如。,形容词。奔放自如。,笔意纵横。,16,,,1,,,,,0,0.42,0.76,2.37,1.16,0.11,0.33,0.55,0.86,2.63,1.19,2.18,1.17,23,0.69,1.3617,19,0.3,1.2788,737.586923076923,246.684783768506,-0.358226164504197,0.694334234572255,2.5,3.25,1.040833,6,4.344,32.3605,50.884,586,6553,10304,5.5523,33.1407,59.2999,563,5160,9233,4.344,50.4596,192.1423,22,39,39.7405,44.2328,22,7,15,3858,4155,4443,3246,2931.75,2470.7,0,15,17,2.6,1.25,1.15,88910.6635,75344.9914,102476.3356,30825.1594,30825.1594,68424.4996,149471.4085,149471.4085,149471.4085,45738.4062,68424.4996,14204.295,1206.2787,31085.2483,22,30,0,9,39.9629,37.1831,6.1527,150.6153,2.9455,1.3455,9.9493,13.2608,65.4659,206.4658,0.1920052400000000,0.6643990900000000,0.964,13.5789474,3.40450338
564,212,3,纵横,zònghéng,zònghéng,2,"<entry id=""69256""><hwg><hw>纵横</hw><pinyin>zònghéng</pinyin></hwg><def><num>❶</num> <ps>形</ps>竖和横；横一条竖一条的：<ex>～交错｜铁路～，像蜘蛛网一样。</ex></def><def><num>❷</num> <ps>形</ps>奔放自如：<ex>笔意～。</ex></def><def><num>❸</num> <ps>动</ps>奔驰无阻：<ex>红军长驱二万五千余里，～十一个省。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://纵横捭阖"">纵横捭阖</a></div></ci>",动词。,动词,奔驰无阻。,奔驰无阻。,动词。奔驰无阻。,红军长驱二万五千余里，纵横十一个省。,28,,,1,,,,,0,0.42,0.76,2.37,1.16,0.11,0.33,0.55,0.86,2.63,1.19,2.18,1.17,23,0.69,1.3617,19,0.3,1.2788,737.586923076923,246.684783768506,-0.358226164504197,0.694334234572255,2.5,3.25,1.040833,6,4.344,32.3605,50.884,586,6553,10304,5.5523,33.1407,59.2999,563,5160,9233,4.344,50.4596,192.1423,22,39,39.7405,44.2328,22,7,15,3858,4155,4443,3246,2931.75,2470.7,0,15,17,2.6,1.25,1.15,88910.6635,75344.9914,102476.3356,30825.1594,30825.1594,68424.4996,149471.4085,149471.4085,149471.4085,45738.4062,68424.4996,14204.295,1206.2787,31085.2483,22,30,0,9,39.9629,37.1831,6.1527,150.6153,2.9455,1.3455,9.9493,13.2608,65.4659,206.4658,0.1920052400000000,0.6643990900000000,0.964,13.5789474,3.40450338
565,213,1,相对,xiāngduì,xiāngduì,2,"<entry id=""56248""><hwg><hw>相对</hw><pinyin>xiāngduì</pinyin></hwg><def><num>❶</num> <ps>动</ps>互相朝着对方；面对面：<ex>～而坐｜两山～。</ex></def><def><num>❷</num> <ps>动</ps>指性质上互相对立，如大与小相对，美与丑相对。</def><def><num>❸</num> <ps>形</ps>属性词。依靠一定条件而存在，随着一定条件而变化的（跟“<a href=""entry://绝对"">绝对</a>”相对）：<ex>～高度｜在绝对的总的宇宙发展过程中，各个具体过程的发展都是～的。</ex></def><def><num>❹</num> <ps>形</ps>属性词。比较的：<ex>～稳定｜～优势。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://相对分子质量"">相对分子质量</a><a href=""entry://相对高度"">相对高度</a><a href=""entry://相对论"">相对论</a><a href=""entry://相对湿度"">相对湿度</a><a href=""entry://相对原子质量"">相对原子质量</a><a href=""entry://相对真理"">相对真理</a></div></ci>",动词。,动词,互相朝着对方；面对面。,互相朝着对方；面对面。,动词。互相朝着对方；面对面。,相对而坐。,21,,,1,,,,,0,0.08,0.27,1.75,1.16,0.09,0.3,0.07,0.26,1.88,0.64,1.67,1.44,268,7.99,2.4281,242,3.88,2.3838,681.30075,232.037728125799,-0.520130246374492,0.728486484325224,0.0,3.516129,1.060533,8,14.5738,978.4642,2376.2617,1966,198139,481193,16.7456,965.2087,1858.7026,1698,150283,289400,14.5738,1661.5493,3872.98,172,110,1270.0741,1096.7457,14,9,5,3896,2939,2167,2976,2155.9,2461.0,1,8,11,2.45,1.5,1.4,171976.2213,178836.4529,165115.9896,69176.805,69176.805,91490.8006,321278.7324,321278.7324,283815.5226,69176.805,122890.7191,41699.8051,3485.5226,81215.1816,123,110,51,0,980.3706,3443.7139,666.6049,414.6924,4.1062,2.4875,2.1122,3.5307,6.1018,11.8553,0.01373797,0.03668321,0.8709,13.15,5.00815125044846
566,213,2,相对,xiāngduì,xiāngduì,2,"<entry id=""56248""><hwg><hw>相对</hw><pinyin>xiāngduì</pinyin></hwg><def><num>❶</num> <ps>动</ps>互相朝着对方；面对面：<ex>～而坐｜两山～。</ex></def><def><num>❷</num> <ps>动</ps>指性质上互相对立，如大与小相对，美与丑相对。</def><def><num>❸</num> <ps>形</ps>属性词。依靠一定条件而存在，随着一定条件而变化的（跟“<a href=""entry://绝对"">绝对</a>”相对）：<ex>～高度｜在绝对的总的宇宙发展过程中，各个具体过程的发展都是～的。</ex></def><def><num>❹</num> <ps>形</ps>属性词。比较的：<ex>～稳定｜～优势。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://相对分子质量"">相对分子质量</a><a href=""entry://相对高度"">相对高度</a><a href=""entry://相对论"">相对论</a><a href=""entry://相对湿度"">相对湿度</a><a href=""entry://相对原子质量"">相对原子质量</a><a href=""entry://相对真理"">相对真理</a></div></ci>",形容词；属性词。,形容词,依靠一定条件而存在，随着一定条件而变化的（跟“绝对”相对）。,依靠一定条件而存在，随着一定条件而变化的（跟“绝对”相对）。,形容词；属性词。依靠一定条件而存在，随着一定条件而变化的（跟“绝对”相对）。,相对高度。,45,,,1,,,,,0,0.08,0.27,1.75,1.16,0.09,0.3,0.07,0.26,1.88,0.64,1.67,1.44,268,7.99,2.4281,242,3.88,2.3838,681.30075,232.037728125799,-0.520130246374492,0.728486484325224,0.0,3.516129,1.060533,8,14.5738,978.4642,2376.2617,1966,198139,481193,16.7456,965.2087,1858.7026,1698,150283,289400,14.5738,1661.5493,3872.98,172,110,1270.0741,1096.7457,14,9,5,3896,2939,2167,2976,2155.9,2461.0,1,8,11,2.45,1.5,1.4,171976.2213,178836.4529,165115.9896,69176.805,69176.805,91490.8006,321278.7324,321278.7324,283815.5226,69176.805,122890.7191,41699.8051,3485.5226,81215.1816,123,110,51,0,980.3706,3443.7139,666.6049,414.6924,4.1062,2.4875,2.1122,3.5307,6.1018,11.8553,0.01373797,0.03668321,0.8709,13.15,5.00815125044846
567,213,3,相对,xiāngduì,xiāngduì,2,"<entry id=""56248""><hwg><hw>相对</hw><pinyin>xiāngduì</pinyin></hwg><def><num>❶</num> <ps>动</ps>互相朝着对方；面对面：<ex>～而坐｜两山～。</ex></def><def><num>❷</num> <ps>动</ps>指性质上互相对立，如大与小相对，美与丑相对。</def><def><num>❸</num> <ps>形</ps>属性词。依靠一定条件而存在，随着一定条件而变化的（跟“<a href=""entry://绝对"">绝对</a>”相对）：<ex>～高度｜在绝对的总的宇宙发展过程中，各个具体过程的发展都是～的。</ex></def><def><num>❹</num> <ps>形</ps>属性词。比较的：<ex>～稳定｜～优势。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://相对分子质量"">相对分子质量</a><a href=""entry://相对高度"">相对高度</a><a href=""entry://相对论"">相对论</a><a href=""entry://相对湿度"">相对湿度</a><a href=""entry://相对原子质量"">相对原子质量</a><a href=""entry://相对真理"">相对真理</a></div></ci>",形容词；属性词。,形容词,比较的。,比较的。,形容词；属性词。比较的。,相对稳定。,19,,,1,,,,,0,0.08,0.27,1.75,1.16,0.09,0.3,0.07,0.26,1.88,0.64,1.67,1.44,268,7.99,2.4281,242,3.88,2.3838,681.30075,232.037728125799,-0.520130246374492,0.728486484325224,0.0,3.516129,1.060533,8,14.5738,978.4642,2376.2617,1966,198139,481193,16.7456,965.2087,1858.7026,1698,150283,289400,14.5738,1661.5493,3872.98,172,110,1270.0741,1096.7457,14,9,5,3896,2939,2167,2976,2155.9,2461.0,1,8,11,2.45,1.5,1.4,171976.2213,178836.4529,165115.9896,69176.805,69176.805,91490.8006,321278.7324,321278.7324,283815.5226,69176.805,122890.7191,41699.8051,3485.5226,81215.1816,123,110,51,0,980.3706,3443.7139,666.6049,414.6924,4.1062,2.4875,2.1122,3.5307,6.1018,11.8553,0.01373797,0.03668321,0.8709,13.15,5.00815125044846
568,214,1,耳目,ěrmù,ěrmù,2,"<entry id=""13626""><hwg><hw>耳目</hw><pinyin>ěrmù</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 耳朵和眼睛：<ex>掩人～（指以假象蒙骗别人）。</ex></def><def><num>❷</num> 指见闻：<ex>～所及｜～一新｜～不广。</ex></def><def><num>❸</num> 指替人刺探消息的人：<ex>～众多｜安插～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://耳目一新"">耳目一新</a></div></ci>",名词。,名词,耳朵和眼睛。,耳朵和眼睛。,名词。耳朵和眼睛。,掩人耳目。,16,,,1,,,,,0,-0.65,0.93,1.77,1.18,-0.71,1.07,-0.56,0.73,1.77,1.36,1.77,1.01,73,2.18,1.8633,65,1.04,1.8129,833.722307692308,271.279936669248,0.0022779648881163,0.877081324218789,2.5,2.925926,1.14105,4,0.7561,114.8889,441.8173,102,23265,89468,0.286,123.9627,430.2248,29,19301,66986,0.7561,237.9911,1646.0267,63,95,115.5893,614.3958,11,6,5,3280,3064,1269,961,2503.65,2115.9,0,6,22,2.05,1.7,1.0,142493.0393,162736.7643,122249.3143,4194.7961,4194.7961,51733.3136,321278.7324,321278.7324,192765.315,321278.7324,51733.3136,2091.9595,10.3706,4194.7961,63,95,0,0,129.7776,619.7628,107.4574,1025.5078,2.808,2.5291,2.06,3.135,1.3498,2.2839,0.00829606,0.0023956,0.7345,11.1785714285714,4.65119316773641
569,214,2,耳目,ěrmù,ěrmù,2,"<entry id=""13626""><hwg><hw>耳目</hw><pinyin>ěrmù</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 耳朵和眼睛：<ex>掩人～（指以假象蒙骗别人）。</ex></def><def><num>❷</num> 指见闻：<ex>～所及｜～一新｜～不广。</ex></def><def><num>❸</num> 指替人刺探消息的人：<ex>～众多｜安插～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://耳目一新"">耳目一新</a></div></ci>",名词。,名词,指见闻。,指见闻。,名词。指见闻。,耳目所及。,14,,,1,,,,,0,-0.65,0.93,1.77,1.18,-0.71,1.07,-0.56,0.73,1.77,1.36,1.77,1.01,73,2.18,1.8633,65,1.04,1.8129,833.722307692308,271.279936669248,0.0022779648881163,0.877081324218789,2.5,2.925926,1.14105,4,0.7561,114.8889,441.8173,102,23265,89468,0.286,123.9627,430.2248,29,19301,66986,0.7561,237.9911,1646.0267,63,95,115.5893,614.3958,11,6,5,3280,3064,1269,961,2503.65,2115.9,0,6,22,2.05,1.7,1.0,142493.0393,162736.7643,122249.3143,4194.7961,4194.7961,51733.3136,321278.7324,321278.7324,192765.315,321278.7324,51733.3136,2091.9595,10.3706,4194.7961,63,95,0,0,129.7776,619.7628,107.4574,1025.5078,2.808,2.5291,2.06,3.135,1.3498,2.2839,0.00829606,0.0023956,0.7345,11.1785714285714,4.65119316773641
570,214,3,耳目,ěrmù,ěrmù,2,"<entry id=""13626""><hwg><hw>耳目</hw><pinyin>ěrmù</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 耳朵和眼睛：<ex>掩人～（指以假象蒙骗别人）。</ex></def><def><num>❷</num> 指见闻：<ex>～所及｜～一新｜～不广。</ex></def><def><num>❸</num> 指替人刺探消息的人：<ex>～众多｜安插～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://耳目一新"">耳目一新</a></div></ci>",名词。,名词,指替人刺探消息的人。,指替人刺探消息的人。,名词。指替人刺探消息的人。,耳目众多。,20,,,1,,,,,0,-0.65,0.93,1.77,1.18,-0.71,1.07,-0.56,0.73,1.77,1.36,1.77,1.01,73,2.18,1.8633,65,1.04,1.8129,833.722307692308,271.279936669248,0.0022779648881163,0.877081324218789,2.5,2.925926,1.14105,4,0.7561,114.8889,441.8173,102,23265,89468,0.286,123.9627,430.2248,29,19301,66986,0.7561,237.9911,1646.0267,63,95,115.5893,614.3958,11,6,5,3280,3064,1269,961,2503.65,2115.9,0,6,22,2.05,1.7,1.0,142493.0393,162736.7643,122249.3143,4194.7961,4194.7961,51733.3136,321278.7324,321278.7324,192765.315,321278.7324,51733.3136,2091.9595,10.3706,4194.7961,63,95,0,0,129.7776,619.7628,107.4574,1025.5078,2.808,2.5291,2.06,3.135,1.3498,2.2839,0.00829606,0.0023956,0.7345,11.1785714285714,4.65119316773641
571,215,1,轻巧,qīng·qiǎo,qīngqiǎo,2,"<entry id=""41839""><hwg><hw>轻巧</hw><pinyin>qīng·qiǎo</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 重量小而灵巧：<ex>这小车真～｜他瘦，身子很～。</ex></def><def><num>❷</num> 轻松灵巧：<ex>动作～｜他操纵机器，就像船夫划小船一样～。</ex></def><def><num>❸</num> 简单容易：<ex>说得倒～。</ex></def>",形容词。,形容词,重量小而灵巧。,重量小而灵巧。,形容词。重量小而灵巧。,这小车真轻巧。,20,,,1,,,,,0,0.77,1.15,1.81,1.04,1.25,1.06,0.2,1.03,2.0,0.89,1.69,1.14,50,1.49,1.699,47,0.75,1.6721,654.956153846154,169.126424631109,-0.61924104614107,0.431186334704952,0.0,3.347826,1.112274,7,1.1268,313.3975,107.516,152,63463,21772,1.0059,333.3333,105.6583,102,51900,16451,1.1268,1552.6761,149.4589,60,39,397.5167,124.3958,14,9,5,3675,2737,3413,2117,2808.75,2638.3,3,11,14,1.95,1.35,1.2,170741.5143,156502.4364,181420.8228,36220.3781,36220.3781,36220.3781,321278.7324,283815.5226,321278.7324,36220.3781,36220.3781,35538.0578,2187.0571,81215.1816,64,39,0,0,463.3506,142.1646,1088.1987,6.1675,2.7152,2.7437,3.9636,5.119,3.924,6.0774,0.0048303,0.02425403,0.8198000000000000,12.3333333333333,4.44222166638871
572,215,2,轻巧,qīng·qiǎo,qīngqiǎo,2,"<entry id=""41839""><hwg><hw>轻巧</hw><pinyin>qīng·qiǎo</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 重量小而灵巧：<ex>这小车真～｜他瘦，身子很～。</ex></def><def><num>❷</num> 轻松灵巧：<ex>动作～｜他操纵机器，就像船夫划小船一样～。</ex></def><def><num>❸</num> 简单容易：<ex>说得倒～。</ex></def>",形容词。,形容词,轻松灵巧。,轻松灵巧。,形容词。轻松灵巧。,动作轻巧。,16,,,1,,,,,0,0.77,1.15,1.81,1.04,1.25,1.06,0.2,1.03,2.0,0.89,1.69,1.14,50,1.49,1.699,47,0.75,1.6721,654.956153846154,169.126424631109,-0.61924104614107,0.431186334704952,0.0,3.347826,1.112274,7,1.1268,313.3975,107.516,152,63463,21772,1.0059,333.3333,105.6583,102,51900,16451,1.1268,1552.6761,149.4589,60,39,397.5167,124.3958,14,9,5,3675,2737,3413,2117,2808.75,2638.3,3,11,14,1.95,1.35,1.2,170741.5143,156502.4364,181420.8228,36220.3781,36220.3781,36220.3781,321278.7324,283815.5226,321278.7324,36220.3781,36220.3781,35538.0578,2187.0571,81215.1816,64,39,0,0,463.3506,142.1646,1088.1987,6.1675,2.7152,2.7437,3.9636,5.119,3.924,6.0774,0.0048303,0.02425403,0.8198000000000000,12.3333333333333,4.44222166638871
573,215,3,轻巧,qīng·qiǎo,qīngqiǎo,2,"<entry id=""41839""><hwg><hw>轻巧</hw><pinyin>qīng·qiǎo</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 重量小而灵巧：<ex>这小车真～｜他瘦，身子很～。</ex></def><def><num>❷</num> 轻松灵巧：<ex>动作～｜他操纵机器，就像船夫划小船一样～。</ex></def><def><num>❸</num> 简单容易：<ex>说得倒～。</ex></def>",形容词。,形容词,简单容易。,简单容易。,形容词。简单容易。,说得倒轻巧。,17,,,1,,,,,0,0.77,1.15,1.81,1.04,1.25,1.06,0.2,1.03,2.0,0.89,1.69,1.14,50,1.49,1.699,47,0.75,1.6721,654.956153846154,169.126424631109,-0.61924104614107,0.431186334704952,0.0,3.347826,1.112274,7,1.1268,313.3975,107.516,152,63463,21772,1.0059,333.3333,105.6583,102,51900,16451,1.1268,1552.6761,149.4589,60,39,397.5167,124.3958,14,9,5,3675,2737,3413,2117,2808.75,2638.3,3,11,14,1.95,1.35,1.2,170741.5143,156502.4364,181420.8228,36220.3781,36220.3781,36220.3781,321278.7324,283815.5226,321278.7324,36220.3781,36220.3781,35538.0578,2187.0571,81215.1816,64,39,0,0,463.3506,142.1646,1088.1987,6.1675,2.7152,2.7437,3.9636,5.119,3.924,6.0774,0.0048303,0.02425403,0.8198000000000000,12.3333333333333,4.44222166638871
574,216,1,狠心,hěnxīn,hěnxīn,2,"<entry id=""20981""><hwg><hw>狠心</hw><pinyin>hěnxīn</pinyin></hwg><def><num>❶</num> （-//-）<ps>动</ps>下定决心不顾一切：<ex>狠一狠心｜狠了心了｜～大干一场。</ex></def><def><num>❷</num> <ps>形</ps>心肠残忍：<ex>～的人。</ex></def><def><num>❸</num> <ps>名</ps>极大的决心：<ex>下～离开了他。</ex></def>",动词。,动词,下定决心不顾一切。,下定决心不顾一切。,动词。下定决心不顾一切。,狠心大干一场。,21,,,1,,,,,0,-1.74,0.92,2.46,1.21,-1.67,0.98,-1.88,0.83,2.46,1.13,2.46,1.33,40,1.19,1.6021,35,0.56,1.5441,719.37825,298.642930320127,-0.405886460737261,0.877791725433495,0.0,3.111111,1.2195,6,6.4196,56.8642,3688.8741,866,11515,746997,8.146,62.9159,4261.9075,826,9796,663579,6.4196,4773.2024,9409.8221,9,431,30.7858,4197.7539,13,9,4,4202,1899,4028,2545,2406.6,2520.5,2,11,9,2.05,1.45,1.45,162345.8821,129840.0939,194851.6704,68424.4996,68424.4996,69176.805,283815.5226,231562.6835,283815.5226,68424.4996,69176.805,24540.7205,5222.5278,59561.4085,11,435,0,0,86.8273,4941.1935,4679.9555,4462.209,1.0746,4.4587,4.2108,5.1193,10.314,14.5081,0.2508690600000000,0.00266126,0.1135,9.56,3.04247706099268
