subject,file,stimuli_order,item_id,headword,meaning,example,Response,RT_ms
43,cleaned_22a,319,943,褒贬,动词。批评缺点；指责。,有意见要当面提，别在背地里褒贬人。,3,2831.799999988172
43,cleaned_22a,320,538,托福,名词。美国“对非英语国家留学生的英语考试”（Test of English as a Foreign Language）英文缩写（TOEFL）的音译。,自费报考“托福”者，蜂拥而来。,7,6318.699999988079
43,cleaned_22a,321,76,东西,名词。方位词；东边和西边。,文殊院前边的文殊台比较宽阔些，可是靠南突出的东西两块大石，顶部凿平，留着边缘作自然的栏杆，那地位更窄了。,3,3047.59999999404
43,cleaned_22a,322,749,满怀,动词。心中充满。,满怀信心。,5,2214.699999988079
43,cleaned_22a,323,392,宗法,动词。师法；效法。,他的字宗法柳体。,7,2289.399999988033
43,cleaned_22a,324,1057,金星,名词。金黄色的五角星。,金星勋章。,3,5175.599999982165
43,cleaned_22a,325,918,苦头,名词。苦痛；磨难；不幸。,吃尽苦头。,3,1659.799999982119
43,cleaned_22a,326,863,累累,形容词。〈书面语〉接连成串的样子。,果实累累。,5,3126.999999993946
43,cleaned_22a,327,904,自然,连词。连接分句或句子，表示语义转折或追加说明。,你应该虚心学习别人的优点，自然，别人也要学习你的长处。,3,3887.90000000596
43,cleaned_22a,328,951,计数,动词。数事物的个数；统计数目。,计数器。,3,2088.800000000047
43,cleaned_22a,329,174,分头,副词。若干人分几个方面（进行工作）。,大家分头去准备。,3,1403.099999987986
43,cleaned_22a,330,702,水火,名词。水和火两相矛盾，比喻不能相容的对立物。,势如水火。,4,4543.999999988126
43,cleaned_22a,331,268,命题,名词。逻辑学指表达判断的语言形式，由系词把主词和宾词联系而成。,哲学是人类永恒的命题。,6,2136.099999982165
43,cleaned_22a,332,718,法场,名词。僧道做法事的场所；道场。,在古刹的深处，法场静谧而庄严，是僧道们举行法事、修持禅定的场所。,5,2106.100000000093
43,cleaned_22a,333,720,洋装,名词。西服。,丽嘉并没有注意，转过脸去，拿眼在瞅韦护的新洋装了。,5,9465.40000000596
43,cleaned_22a,334,306,地道,形容词。真正是有名产地出产的。,地道药材。,3,2253.499999993946
43,cleaned_22a,335,640,暖房,动词。温居，指亲友迁入新居后前去祝贺。,今天去大伯家暖房。,7,1776.799999988172
43,cleaned_22a,336,487,当头,动词。（事情）到了眼前；临头。,那时国难当头，全国人民同仇敌忾，奋起抗战。,4,1512.199999999953
43,cleaned_22a,337,256,吧唧,拟声词。形容脚掌拍打泥泞地面等的声音。,他光着脚在雨地里吧唧吧唧地走。,4,4169.299999993993
43,cleaned_22a,338,23,上色,动词。（在图画、工艺美术品等上面）加颜色。,地图的轮廓已经画好，还没上色。,3,2683.799999982119
43,cleaned_22a,339,9998,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3074.699999994133
43,cleaned_22a,340,729,流放,动词。把原木放在江河中顺流运输。,流放到贮木场的木材25000多立方米。,7,3738.499999988126
43,cleaned_22a,341,8,上去,动词。由低处到高处去。,蹬着梯子上去。,3,1909.499999988126
43,cleaned_22a,342,820,用人,名词。仆人。,她是曾家多年的用人，大奶奶的丈夫就吃她的乳水哺养大的。,5,3180.799999982119
43,cleaned_22a,343,579,指画,名词。国画中用指头、指甲和手掌蘸水墨或颜色画出的画。,在国学课上，老师向我们展示了指画的魅力，让我们感受到了传统文化的博大精深。,4,2125.800000005867
43,cleaned_22a,344,713,油嘴,名词。喷油的喷嘴。,在进行发动机维护时，清洗油嘴是必不可少的一步，它直接关系到发动机的性能和寿命。,7,7246.5
43,cleaned_22a,345,978,起来,动词。指起床。,刚起来就忙着下地干活儿。,2,4587.800000005867
43,cleaned_22a,346,803,现世,名词。今生；这一辈子。,现世报。,6,4873.499999982072
43,cleaned_22a,347,707,水龙,名词。多年生草本植物，叶子长椭圆形，花黄色，蒴果圆柱形。生在沼泽等浅水中，全草入药。,水龙在这片沼泽地里生长得十分茂盛。,7,2307.899999994086
43,cleaned_22a,348,541,扶桑,名词。朱槿。,园丁培育了一片扶桑作为花园的观赏花木。,5,3565.799999993993
43,cleaned_22a,349,207,压制,动词。用压的方法制造。,压制砖坯。,3,6430.300000005867
43,cleaned_22a,350,255,吐气,动词。语音学上指送气。,吐气音在多种语言中都有出现，不仅限于普通话。,6,4936.299999988172
43,cleaned_22a,351,210,参拍,动词。（物品）参加拍卖。,一批在海外收藏多年的瓷器近日回国参拍。,7,1417.199999988079
43,cleaned_22a,352,1046,郁郁,形容词。〈书面语〉香气浓厚。,走进香薰店，郁郁的香气扑鼻而来，仿佛置身于花海之中。,5,2611.100000005914
43,cleaned_22a,353,667,来路,名词。来源。,断了生活来路。,4,1812.799999993993
43,cleaned_22a,354,769,烟火,名词。〈书面语〉烽火；战火。,北边自宣帝以来，数世不见烟火之警，人民炽盛，牛羊布野。,5,4470.800000005867
43,cleaned_22a,355,984,起火,动词。点火做饭。,在食堂吃饭比自己起火方便。,7,1817.799999988172
43,cleaned_22a,356,272,咕噜,动词。咕哝。,他在睡梦中咕噜着一些听不清的话，似乎在做着一个美好的梦。,3,1723.300000000047
43,cleaned_22a,357,175,分头,名词。短头发向两边分开梳的式样。,他留着短分头，穿着黄色卡叽布学生制服。,6,2836.90000000596
43,cleaned_22a,358,167,分别,动词。离别。,暂时分别，不久就能见面。,3,8334.300000000047
43,cleaned_22a,359,1040,通读,动词。从头到尾阅读全书或全文。,通读课文。,4,5109.499999988126
43,cleaned_22a,360,472,开河,动词。河流解冻。,即将开河时，禁止冰上通行。,7,2909.699999999953
43,cleaned_22a,361,489,当头,名词。〈口语〉向当铺借钱时所用的抵押品。,第一次从常州出门求学，亏得你当了当头借给我川资。,7,5091.699999999953
43,cleaned_22a,362,81,丧气,形容词。〈口语〉倒霉；不吉利。,丧气话。,4,2535.699999982025
43,cleaned_22a,363,884,翻腾,动词。在空中做翻转身体的动作。,向内翻腾两周半后稳稳落地。,5,3698.100000000093
43,cleaned_22a,364,735,清亮,形容词。明白。,听他一说，心里一下子清亮了。,6,1957.100000005914
43,cleaned_22a,365,264,呼号,名词。某些组织专用的口号，如中国少年先锋队的呼号是：“准备着，为共产主义事业而奋斗！”,他们给自己班级想了条呼号。,7,2166.999999982072
43,cleaned_22a,366,1089,面子,名词。情面。,碍于面子，只好答应了。,4,9113.599999982165
43,cleaned_22a,367,528,打头,动词。带头；领先。,打头儿的都是小伙子。,3,6701.199999994133
43,cleaned_22a,368,676,款款,副词。〈书面语〉慢慢地。,款款而行。,7,2998.299999982119
43,cleaned_22a,369,289,回去,动词。从别处到原来的地方去。,离开家乡十年，一次也没回去过。,3,4346.90000000596
43,cleaned_22a,370,819,用人,动词。需要人手。,现在正是用人的时候。,4,2844.100000000093
43,cleaned_22a,371,705,水磨,动词。加水细磨。,花和尚鲁智深，使的就是这一件玩意儿，叫做水磨禅杖。,5,4467.799999982119
43,cleaned_22a,372,410,小儿,名词。谦称自己的儿子。,这是我的小儿，他尚年幼，若有不当之处，还请各位多多包涵。,6,11627.10000000591
43,cleaned_22a,373,15,上来,动词。由低处到高处来。,他在楼下看书，半天没上来。,3,1955.800000005867
43,cleaned_22a,374,310,坠子,名词。坠琴。,只要咱喉咙不坏，带一个坠子，哪儿的饭不好吃啊？,7,1828.499999993946
43,cleaned_22a,375,337,大号,名词。尊称他人的名字。,从上小学那天起他就只准别人(包括他的妈妈在内)叫他的大号：朱汉明。,7,1759.099999987986
43,cleaned_22a,376,1049,重利,名词。很高的利息。,重利盘剥。,5,3075.40000000596
43,cleaned_22a,377,771,烟火,名词。燃放时能发出各种颜色的火花，或同时变幻出各种景物而供人观赏的东西，主要是在火药中掺入锶、锂、铝、钡、镁、钠、铜等金属盐类，并用纸裹成，种类不一。也叫烟花、焰火。,烟火的确带来了很多的快乐，像彩虹一样，点缀了这年长的一代人的生活。,4,2560.300000000047
43,cleaned_22a,378,508,惊醒,动词。受惊动而醒来。,突然从梦中惊醒。,3,2990.899999999907
43,cleaned_22a,379,654,机制,形容词；属性词。用机器制造的。,机制煤球。,7,2696.600000000093
43,cleaned_22a,380,824,白口,名词。戏曲中的说白。,凡地方戏的胶着本土的，台上白口都和日常说话一样。,7,5600.100000000093
43,cleaned_22a,381,900,自是,形容词。自以为是。,他既很自是又很顽固。,7,2578.59999999404
43,cleaned_22a,382,615,断代,动词。比喻事业中断或后继无人。,加紧培养接班人，不能让这种绝技断代。,5,3149.499999988126
43,cleaned_22a,383,389,完了,连词。〈口语〉用在句中，表示两件事相承接，依次发生。,下了班先接孩子，完了还得买菜。,3,3330.799999988172
43,cleaned_22a,384,495,得了,动词。表示制止或同意。,得了，别再说了。,4,1763.800000005867
43,cleaned_22a,385,407,对眼,名词。〈口语〉患内斜视的眼睛。,小明因为患有对眼，看东西时两眼瞳孔总是向中间偏斜，这给他的日常生活带来了一些不便。,3,3301.100000000093
43,cleaned_22a,386,1102,马号,名词。公家或大户人家养马的地方。,王磊说着，几步跨出营房就到马号去牵马。,7,13483.29999999399
43,cleaned_22a,387,710,沉着,动词。非细胞性的物质（色素、钙质等）沉积在机体的组织中。,工业废水中的污染物在水体底部沉着，对生态系统造成了严重影响。,7,2354.699999994133
43,cleaned_22a,388,182,切面,名词。切成的面条儿。,妈妈的手艺真好，切面又细又均匀。,7,1931.299999988172
43,cleaned_22a,389,738,清明,形容词。（政治）有法度，有条理。,清明之治。,5,2867.199999982025
43,cleaned_22a,390,297,土方,名词。土方工程的工作量通常都用立方米计算，一立方米称为一个土方。,要从上滩中间斜着往村边开，最深处只是一丈，并且距离也短，能省好多土方。,7,2064.699999988079
43,cleaned_22a,391,892,背书,动词。比喻全力支持某人或某事，并愿意为此做担保。,他的领导对他的项目计划进行了背书，让他充满信心地去实施。,6,1821.499999988126
43,cleaned_22a,392,851,科考,动词。科学考察。,深入南极腹地进行科考。,5,4614.499999988126
43,cleaned_22a,393,1062,铺盖,动词。平铺着盖。,把草木灰铺盖在苗床上。,3,2745.999999993946
43,cleaned_22a,394,871,编制,动词。把细长的东西交叉组织起来，制成器物。,用柳条编制的筐子。,3,2414.899999999907
43,cleaned_22a,395,1014,过火,形容词。（说话、做事）超过适当的分寸或限度。,这话说得有点儿过火。,4,1967
43,cleaned_22a,396,590,摩挲,动词。〈口语〉用手轻轻按着并一下一下地移动。,摩挲衣裳。,5,4560
43,cleaned_22a,397,775,热拍,动词。火热地拍卖。,网上热拍奥运纪念品。,6,1704.700000006007
43,cleaned_22a,398,563,抽水,动词。用水泵吸水。,农民们用抽水机从河里抽水灌溉农田。,4,2466.499999982072
43,cleaned_22a,399,236,合口,形容词。适合口味。,味道合口。,3,1362.899999994086
43,cleaned_22a,400,1082,露头,名词。岩石和矿体露出地面的部分。矿体的露头是矿床存在的直接标记。也叫矿苗。,火焰山的外壳是很难找到菱铁矿的露头的。,7,3595.600000000093
43,cleaned_22a,401,1106,黑人,名词。指黑种人。,那一船挤得满满的包身工，装载密度不亚于十八世纪贩卖黑人的奴隶船。,4,1962.90000000596
43,cleaned_22a,402,1005,转运,动词。把运来的东西再运到另外的地方去。,转运物资。,4,1261.59999999404
43,cleaned_22a,403,740,清明,形容词。清澈而明朗。,月色清明。,5,1719.899999982212
43,cleaned_22a,404,62,下网,动词。设置罗网，多指在水中安设渔网。,下网捕鱼。,3,3436.899999988033
43,cleaned_22a,405,216,发蒙,动词。〈口语〉犯糊涂；弄不清楚。,一人一个说法，听得我直发蒙。,3,1404.499999993946
43,cleaned_22a,406,959,调制,动词。使电磁波的振幅、频率或脉冲的有关参数依照所需传递的信号而变化。,研究人员通过调制实验参数，成功观察到了量子纠缠现象，为量子通信技术的发展提供了新的思路。,7,2006.100000005914
43,cleaned_22a,407,440,师爷,名词。称师傅的父亲或师傅。,师爷在学堂里威望极高，学生们都愿意听从他的教诲。,4,2168.899999988033
43,cleaned_22a,408,155,几何,名词。几何学。,你怎么把几何课本的包书纸去掉了呢？,5,1576.299999993993
43,cleaned_22a,409,555,抢拍,动词。抢着买下拍品。,那套位置优越、装修精美的二手房刚上架就被多位买家盯上，买家们进入了紧张的抢拍环节。,7,1593.200000006007
43,cleaned_22a,410,356,大王,名词。指垄断某种经济事业的财阀。,石油大王。,4,2381.999999993946
43,cleaned_22a,411,333,大事,名词。重大的或重要的事情。,国家大事。,4,1452.5
43,cleaned_22a,412,35,下去,动词。由高处到低处去。,从斜井下去一百米，就到工作面。,3,2802.899999994086
43,cleaned_22a,413,274,哈喇,动词。杀死（多见于早期白话）。,不如只一刀哈喇了他。,7,2031.600000005914
43,cleaned_22a,414,164,出来,动词；趋向动词。用在动词后，表示由隐蔽到显露。,看出来。,3,5613.099999987986
43,cleaned_22a,415,195,千斤,名词。千斤顶的简称。,工程师们利用千斤顶的原理，设计出了能够承载重物的大型起重设备，为建筑工地的施工提供了便利。,7,7078
43,cleaned_22a,416,941,裹脚,名词。旧时妇女裹脚用的长布条。也叫裹脚布。,我们应当禁绝一切空话。但是主要的和首先的任务，是把那些又长又臭的懒婆娘的裹脚，赶快扔到垃圾桶里去。,4,2406.699999994133
43,cleaned_22a,417,576,挂单,动词。（游方和尚）到庙里投宿。,禅林里来了一个挂单的和尚。,7,2521.90000000596
43,cleaned_22a,418,515,成数,名词。不带零头的整数，如五十、二百、三千等。,我们已写了知单去知会各同窗的朋友，多少大家集个成数出来。,7,2131.40000000596
43,cleaned_22a,419,949,言语,动词。〈口语〉说；说话。,你走的时候言语一声儿。,7,1707.59999999404
43,cleaned_22a,420,158,出师,动词。（徒弟）期满学成。,学徒三年出师。,4,1522.300000005867
43,cleaned_22a,421,1017,进去,动词；趋向动词。用在动词后，表示到里面去。,把桌子搬进去。,3,2189.699999999953
43,cleaned_22a,422,825,白地,名词。没有种上庄稼的田地。,留下一块白地准备种白薯。,7,1946.799999993993
43,cleaned_22a,423,784,爆炒,动词。在一段时间内极力炒作。,爆炒内幕新闻。,5,2634.899999999907
43,cleaned_22a,424,971,贴边,形容词。挨边；沾边。,你说的话和事实不贴边儿。,3,2801.399999988033
43,cleaned_22a,425,511,成家,动词。结婚（旧时多指男子）。,成家立业。,5,7098.800000000047
43,cleaned_22a,426,909,自重,动词。〈书面语〉抬高自己的身份、地位。,拥兵自重。,5,2862.500000006054
43,cleaned_22a,427,691,死期,名词。死亡的日期。,阎王爷说，你死期未到，回去吧！这不，我一张眼又活过来了！,4,1541.199999999953
43,cleaned_22a,428,453,开化,动词。由原始的状态进入文明的状态。,我国是四千年来的古国，开化最早，一切礼教文物，都超越乎泰西诸邦。,5,5694.09999999404
43,cleaned_22a,429,61,下线,名词。下一级联络人（跟“上线”相对）。,非法传销组织鼓动成员想方设法发展下线。,7,1841.299999988172
43,cleaned_22a,430,298,土方,名词。土方工程的简称。,借口说自己包的土方完工了，来和嫂子拉拉家常。,7,1197
43,cleaned_22a,431,421,小曲,名词。小调。,他们一路上唱着淫荡的小曲。,4,2838.600000005914
43,cleaned_22a,432,596,改编,动词。根据原著重写（体裁往往与原著不同）。,这部电影是由同名小说改编摄制的。,5,2540.000000006054
43,cleaned_22a,433,484,强项,名词。实力强的项目（多指体育比赛项目）。,但中国没有参加拳击、跆拳道、保龄球、曲棍球和马术5项比赛，这5项就有40块金牌，其中有4项是南朝鲜的强项。,4,1639
43,cleaned_22a,434,885,翻腾,动词。比喻思绪起伏。,往事像过电影一样在脑子里翻腾。,6,2632.100000005914
43,cleaned_22a,435,520,扑打,动词。轻轻地拍。,扑打身上的雪花。,5,3171.5
43,cleaned_22a,436,634,星星,名词。〈口语〉星。,今儿天上缀满星星。,2,2253.899999988265
43,cleaned_22a,437,22,上色,形容词；属性词。上等的；高级的。,上色绿茶。,7,1855.600000006147
43,cleaned_22a,438,822,用心,名词。怀着的某种念头。,别有用心。,5,2172.499999993946
43,cleaned_22a,439,547,把子,量词。用于某些抽象的事物。,加把子劲儿。,7,2180
43,cleaned_22a,440,370,女人,名词。女性的成年人。,女人的名字不应该是弱者。,4,4478.399999988265
43,cleaned_22a,441,358,大王,名词。戏曲、旧小说中对国王或强盗首领的称呼。,近来山上有两个大王，扎了寨栅，聚集着五七百人，打家劫舍。,4,2113.299999988172
43,cleaned_22a,442,285,四体,名词。〈书面语〉指人的四肢。,四体不勤，五谷不分。,7,2025.299999994226
43,cleaned_22a,443,277,哑然,形容词。〈书面语〉形容笑声。,哑然失笑。,6,15786.19999999413
43,cleaned_22a,444,952,试播,动词。新种子、新播种方法推广前，先在小范围内进行试验性播种，以检验其质量和效果。,今年春季，农业研究所决定对新研发的高产玉米种子进行试播。,7,5595.699999988079
43,cleaned_22a,445,145,公差,名词。旧时在衙门里当差的人。,公差们奉命前往抓捕逃犯，他们手持令牌，威风凛凛地穿梭在街巷之间。,6,1442.200000000186
43,cleaned_22a,446,535,打食,动词。（鸟兽）到窝外寻找食物。,那儿的孔雀多得出奇，有的干脆养在人家里，跟鸡一样。天天黄昏，孔雀出来打食。,7,1429.700000005774
43,cleaned_22a,447,266,呼噜,名词。〈口语〉睡着时由于呼吸受阻而发出的粗重的呼吸声；鼾声。,打呼噜。,3,2462.699999982025
43,cleaned_22a,448,140,做工,动词。从事体力劳动（多指工业或手工业劳动）。,她在纺纱厂做工。,3,2322.000000006054
43,cleaned_22a,449,74,世故,名词。处世经验。,人情世故。,5,1758
43,cleaned_22a,450,798,犄角,名词。〈口语〉物体两个边沿相接的地方；棱角。,桌子犄角。,7,1809.700000005774
43,cleaned_22a,451,103,人性,名词。人所具有的正常的感情和理性。,他对待家人冷漠无情，简直不通人性。,4,3214.099999987986
43,cleaned_22a,452,361,大略,名词。宏大的谋略。,雄才大略。,5,1610.700000005774
43,cleaned_22a,453,379,婉辞,名词。婉言。也作婉词。,婉辞告退。,6,2543.40000000596
43,cleaned_22a,454,954,试播,动词。节目正式播放前为听取意见先在一定范围内播放。,这部电视剧今天试播两集。,5,3925.999999993946
43,cleaned_22a,455,418,小子,名词。〈口语〉男孩子。,胖小子。,2,1913.999999987893
43,cleaned_22a,456,121,使得,动词。可以使用。,这支笔使得使不得？,4,3662.499999993946
43,cleaned_22a,457,687,正色,名词。〈书面语〉纯正的颜色，指青、黄、赤、白、黑等色。,反正像作画一样，花无正色鸟无名，只要取个意思就成。,7,6413.599999981932
43,cleaned_22a,458,390,完了,动词。（事情）完结；结束。,等此事完了，我再找你细说。,3,2436.599999981932
43,cleaned_22a,459,774,热拍,动词。集中力量紧张地拍摄。,这部电视剧正在南方热拍。,7,2337.499999987893
43,cleaned_22a,460,9998,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1064.599999987986
43,cleaned_22a,461,351,大气,形容词。（样式、颜色等）大方，不俗气。,大气得体。,4,4581.299999988172
43,cleaned_22a,462,578,指画,动词。挥动手指；指点。,孩子们指画着，“看，飞机！三架！又三架！”,3,2848.500000006054
43,cleaned_22a,463,36,下去,动词；趋向动词。用在动词后，表示由高处向低处或由近处向远处去。,石头从山上滚下去。,3,4435.599999987986
43,cleaned_22a,464,209,去势,名词。动作或事情在终了时的气势。,来头大，去势小。,7,1681.899999999907
43,cleaned_22a,465,1048,郁郁,形容词。〈书面语〉心里苦闷。,郁郁寡欢。,5,29820.4999999823
43,cleaned_22a,466,89,主拍,动词。主持拍摄。,这部影片由名导演主拍。,6,5062.600000006147
43,cleaned_22a,467,66,下装,动词。卸装。,这时从后台走出一位扮演祝英台的小姑娘…她说她就去找拉胡琴的人，说罢也没下装就跳下台去走了。,7,1483.699999994133
43,cleaned_22a,468,173,分号,名词。分店。,本店只此一家，别无分号。,7,2495.59999999404
43,cleaned_22a,469,1066,门道,名词。门洞儿。,德甫从农场上拉了两把稻草来，铺在门道外边的一个角落里，蜷曲着便睡下去了。,7,3758.899999988265
43,cleaned_22a,470,40,下子,动词。产卵。,为了让母鸡多下子，奶奶精心给它们准备了营养饲料。,3,3445.700000005774
43,cleaned_22a,471,591,摩挲,动词。用手抚摩。,她欣赏似地摩挲着手里的茶壶。,6,8787.799999999814
43,cleaned_22a,472,644,朝阳,动词。向着太阳，一般指朝南。,两间屋子都朝阳。,3,2023.799999982119
43,cleaned_22a,473,320,外带,名词。外胎的通称。,这辆摩托车的外带磨损严重，需要及时更换。,7,1780.700000005774
43,cleaned_22a,474,907,自用,动词。〈书面语〉自以为是。,刚愎自用。,5,3594.700000000186
43,cleaned_22a,475,38,下去,动词；趋向动词。用在形容词后，表示某种状态已经存在并将继续发展。,天气可能再冷下去，务必做好防冻保暖工作。,3,5663.899999982212
43,cleaned_22a,476,372,好事,名词。好事情；有益的事情。,好人好事。,3,2159.699999994133
43,cleaned_22a,477,883,翻腾,动词。（波浪等）上下滚动。,海水翻腾。,6,1507.999999982305
43,cleaned_22a,478,354,大爷,名词。〈口语〉尊称年长的男子（一般指年纪大于父亲的）。,在公交车上，我给那位白发苍苍的大爷让了座，他微笑着表示感谢。,7,1926.799999982119
43,cleaned_22a,479,840,知情,动词。对别人善意行动表示的情谊心怀感激。,对于你的热情帮助，我很知情。,7,3382.999999993946
43,cleaned_22a,480,179,切口,名词。书刊装订时上边、下边和侧面裁切处叫切口，上边的叫上切口，下边的叫下切口，侧面的叫外切口。,在修复一本珍贵的古籍时，修复师会小心翼翼地处理每一个切口。,7,1625.40000000596
43,cleaned_22a,481,755,灌肠,名词。食品，原来是用肠衣塞肉末和淀粉，现在多用淀粉制成，吃时切成片，用油煎熟，放上蒜汁等。,江华还没有回答，夫役送来一大包吃的东西——有火烧，有熏鸡，有灌肠、熟肉等等，摆了半桌子。,3,2066.499999993946
43,cleaned_22a,482,706,水磨,名词。用水力带动的磨，多用来磨面。,这道泉水……除了供应居民食用，可以灌溉三万亩农田，开动一百盘水磨。,3,2290.799999982119
43,cleaned_22a,483,505,恰恰,名词。拉丁舞的一种，源于墨西哥。4/4拍，舞曲节奏轻快，胯部摆动明显，舞姿诙谐风趣。［英cha-cha］,周末晚上，我和朋友们一起去学习恰恰舞，感觉既有趣又能锻炼身体。,5,2502.099999981932
43,cleaned_22a,484,329,多少,代词；疑问代词。问数量。,这个村子有多少人家？,3,1667.699999994133
43,cleaned_22a,485,466,开拍,动词。（网球、羽毛球、乒乓球等）开始比赛。,随着裁判的哨声响起，这场精彩的乒乓球比赛正式开拍。,7,3766.299999999814
43,cleaned_22a,486,491,当年,动词。指处于身强力壮的时期。,他正当年，干活儿一点儿也不觉得累。,7,4221.599999981932
43,cleaned_22a,487,31,上身,名词。上衣。,她穿着白上身，花裙子。,7,4504.299999999814
43,cleaned_22a,488,151,冲顶,动词。登山中临近顶峰时奋力攀登。,最终他虽没能冲顶成功，但距山头只有咫尺之遥。,5,2905.5
43,cleaned_22a,489,1058,金星,名词。头晕眼花时所感到的眼前出现的像星星的小点。,我跑得上气不接下气，眼前直冒金星。,3,3607.199999982025
43,cleaned_22a,490,719,法场,名词。旧时执行死刑的地方；刑场。,一直到了法场上，就在三年前头杀姓赵的地方，一样的伸着脖子，吃了一刀。,5,2579.700000005774
43,cleaned_22a,491,455,开化,动词。冰、雪开始融化。,立春以后，河里的冰冻慢慢地开化了。,7,3458.899999993853
43,cleaned_22a,492,435,差使,动词。差遣；派遣。,差使人去送信。,4,4781.399999982212
43,cleaned_22a,493,517,成服,动词。旧俗丧礼中死者的亲属穿上丧服叫作成服。,遵礼成服。,7,4028.200000000186
43,cleaned_22a,494,913,艾虎,名词。艾鼬。,在自然生态系统中，艾虎作为捕食者，对控制小型动物数量起着重要作用。,7,1275.399999982212
43,cleaned_22a,495,846,神道,名词。〈口语〉神。,正月十八日，铁溪里的“神道”出现，满城人家，家家都要关门躲避。,7,3312.499999993946
43,cleaned_22a,496,602,整点,动词。整理和清点。,家具用品都已整点清楚。,7,2792.699999988079
43,cleaned_22a,497,645,朝阳,名词。早晨的太阳。,迎着朝阳。,3,2729.300000005867
43,cleaned_22a,498,194,千斤,数量词。多形容责任重。,千斤重担。,4,3188.100000000093
43,cleaned_22a,499,529,打尖,动词。旅途中休息下来吃点儿东西。,累了，来歇脚；饿了，来打尖。,7,3056.09999999404
43,cleaned_22a,500,1041,通读,动词。读懂；读通。,他学过几年英语，浅显的英文原著已能通读。,5,7792.800000005867
43,cleaned_22a,501,301,地下,形容词；属性词。秘密活动的；不公开的。,地下工作。,5,1846.399999999907
43,cleaned_22a,502,928,蒙药,名词。蒙医所用的药物，以植物的为最多。,在内蒙古的草原上，蒙药被广泛应用于治疗各种疾病，其独特的药效深受当地人的信赖。,5,1634.399999982212
43,cleaned_22a,503,810,生地,名词。生荒地。,这片生地蕴含着丰富的肥力，非常适合农作物的种植。,7,1980.099999987986
43,cleaned_22a,504,690,死信,名词。无法投递的信件。,老丁真不愧是个模范邮递员，这些年来有多少封死信都被他送到收信人手里。,7,1744
43,cleaned_22a,505,204,卷子,名词。考试写答案的薄本子或单页纸；试卷。,改卷子。,4,1735.199999988079
43,cleaned_22a,506,219,发送,动词。办丧事，特指殡葬。,我已经发送了一个姑爷，还得再给亲家母打幡儿吗？,7,1609.699999988079
43,cleaned_22a,507,853,空乏,形容词。空洞乏味。,内容空乏。,6,4773
43,cleaned_22a,508,1042,避讳,动词。封建时代为了维护等级制度的尊严，说话写文章时遇到君主或尊亲的名字都不直接说出或写出，叫作避讳。,始皇名政，别人一定要避讳。,5,2029.399999993853
43,cleaned_22a,509,353,大爷,名词。〈口语〉伯父。,我每年春节都会去拜访大爷，和他一起聊聊家常，感受亲情的温暖。,7,3112.90000000596
43,cleaned_22a,510,1093,颠连,形容词。〈书面语〉困苦。,颠连无告。,7,1912.299999999814
43,cleaned_22a,511,198,华胄,名词。〈书面语〉华夏的后裔。,啊！四千年华胄的名花呀！你有高超的历史，你有逸雅的风俗！,7,1078.100000006147
43,cleaned_22a,512,200,单方,名词。民间流传的药方。也作丹方。,你试试这个单方，也许管用。,5,3028.499999993946
43,cleaned_22a,513,933,行经,动词。来月经。,女子行经时，最好采用淋浴的方式沐浴。,7,2230.200000000186
43,cleaned_22a,514,1090,面子,名词。〈口语〉粉末。,药面子。,3,3194.100000000093
43,cleaned_22a,515,815,生息,动词。〈书面语〉使生长。,生息力量。,7,8587.999999993946
43,cleaned_22a,516,901,自然,名词。自然界。,大自然。,3,5045.800000005867
43,cleaned_22a,517,319,填房,名词。指前妻死后续娶的妻子。,做填房如果遇见前妻的子女好倒也罢了。,7,1539.800000005867
43,cleaned_22a,518,980,起来,动词；趋向动词。用在动词后，表示向上。,1949年新中国成立，中国人民从此站起来了。,3,2595.799999999814
43,cleaned_22a,519,504,恰恰,副词。刚好；正。,恰恰相反。,4,8578.59999999404
43,cleaned_22a,520,1001,转向,动词。迷失方向。,晕头转向。,3,12192.90000000596
43,cleaned_22a,521,686,正经,形容词。严肃而认真。,他很正经地和我谈这件事。,4,1623.399999988265
43,cleaned_22a,522,336,大作,动词。猛烈发作或发生。,狂风大作。,4,4602.500000006054
43,cleaned_22a,523,768,烟火,名词。烟火食。,不食人间烟火。,5,1552.599999981932
43,cleaned_22a,524,668,来路,名词。来历。,来路不明的人。,5,3399.299999999814
43,cleaned_22a,525,643,替手,名词。替换的人。,他上了年纪，快干不动了，赶紧找个替手吧。,7,2775.300000005867
43,cleaned_22a,526,692,死期,形容词。〈口语〉属性词。定期。,这笔钱存的是死期。,5,2519.5
43,cleaned_22a,527,212,反正,动词。指重新归于正道。,拨乱反正。,6,3787.499999982305
43,cleaned_22a,528,580,授命,动词。〈书面语〉献出生命。,临危授命。,7,3520.600000006147
43,cleaned_22a,529,189,劈刀,名词。用军刀劈杀的技术。,为了掌握劈刀，士兵们日复一日地进行训练。,5,6954.200000000186
