Subject,Word,Sentence1,Sentence2,Sense,Context,POSWord,Stimulus_RT,Stimulus_RESP,Trial,Correctness,correctness,Accuracy,AoA_word,Word_logW,Word_logW_CD,Word_W_million,CLD_Frequency,PMI,PSPMI,TScore,PSTScore,EntropyCharacterFrequencies,SentencePair_id,meaning1,meaning2,meaning1_id,meaning2_id,Sentence1_meaning_type,Sentence2_meaning_type,AoA_meaning1,AoA_meaning2,AoA_rating_diff,AoA_rating_diff_abs,AoA_rating_mean
8,应变,这些机器人的应变程度是项目成功与否的关键。,这些机器人的应变技巧是项目成功与否的关键。,Different,Same,Different,11253,7,24,Incorrect,0,0.748046875,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,510,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense2,sense1,4.86,6.28,-1.42,1.42,5.57
8,应变,这个实验是为了考察这些球员的应变能力的。,这个实验是为了考察这些玻璃的应变能力的。,Different,Same,Different,8622,5,82,Incorrect,0,0.748046875,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,509,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense1,sense2,4.86,6.28,-1.42,1.42,5.57
8,应变,科学家正在测量这块合金在高温下的应变系数。,新型金属能够在极端压力下保持很小的应变。,Same,Different,Different,10978,2,156,Incorrect,0,0.748046875,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,508,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense2,sense2,4.86,6.28,-1.42,1.42,5.57
8,应变,金属材料在高温下的应变特性决定了它的用途。,金属材料在高温下的应变极限决定了它的用途。,Same,Same,Different,8107,5,212,Correct,1,0.748046875,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,507,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense2,sense2,4.86,6.28,-1.42,1.42,5.57
8,应变,他的任务是带领队伍在复杂局势中随机应变。,公司领导层在突发的市场危机中果断应变。,Same,Different,Different,4501,7,276,Correct,1,0.748046875,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,506,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense1,sense1,4.86,6.28,-1.42,1.42,5.57
8,应变,她在演讲出现技术故障时总是能灵活应变。,她在演讲出现技术故障时总是能快速应变。,Same,Same,Different,4350,7,339,Correct,1,0.748046875,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,505,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense1,sense1,4.86,6.28,-1.42,1.42,5.57
8,应变,这种钢材的应变曲线表现出极高的弹性和强度。,他在危机中的应变策略为公司赢得了宝贵时间。,Different,Different,Different,6387,5,406,Incorrect,0,0.748046875,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,512,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense2,sense1,4.86,6.28,-1.42,1.42,5.57
8,应变,医生在从容应变中挽救了患者生命。,橡胶的应变随外力增加而显著增大。,Different,Different,Different,4615,4,468,Uncertain,0,0.748046875,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,511,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense1,sense2,4.86,6.28,-1.42,1.42,5.57
9,应变,科学家正在测量这块合金在高温下的应变系数。,新型金属能够在极端压力下保持很小的应变。,Same,Different,Different,3263,7,21,Correct,1,0.86328125,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,508,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense2,sense2,4.86,6.28,-1.42,1.42,5.57
9,应变,金属材料在高温下的应变特性决定了它的用途。,金属材料在高温下的应变极限决定了它的用途。,Same,Same,Different,3951,7,82,Correct,1,0.86328125,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,507,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense2,sense2,4.86,6.28,-1.42,1.42,5.57
9,应变,他的任务是带领队伍在复杂局势中随机应变。,公司领导层在突发的市场危机中果断应变。,Same,Different,Different,2001,7,145,Correct,1,0.86328125,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,506,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense1,sense1,4.86,6.28,-1.42,1.42,5.57
9,应变,她在演讲出现技术故障时总是能灵活应变。,她在演讲出现技术故障时总是能快速应变。,Same,Same,Different,2445,7,223,Correct,1,0.86328125,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,505,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense1,sense1,4.86,6.28,-1.42,1.42,5.57
9,应变,这种钢材的应变曲线表现出极高的弹性和强度。,他在危机中的应变策略为公司赢得了宝贵时间。,Different,Different,Different,2111,1,281,Correct,1,0.86328125,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,512,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense2,sense1,4.86,6.28,-1.42,1.42,5.57
9,应变,医生在从容应变中挽救了患者生命。,橡胶的应变随外力增加而显著增大。,Different,Different,Different,2422,1,352,Correct,1,0.86328125,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,511,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense1,sense2,4.86,6.28,-1.42,1.42,5.57
9,应变,这些机器人的应变程度是项目成功与否的关键。,这些机器人的应变技巧是项目成功与否的关键。,Different,Same,Different,2781,1,406,Correct,1,0.86328125,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,510,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense2,sense1,4.86,6.28,-1.42,1.42,5.57
9,应变,这个实验是为了考察这些球员的应变能力的。,这个实验是为了考察这些玻璃的应变能力的。,Different,Same,Different,2904,1,477,Correct,1,0.86328125,12.4736842105263,1.1761,1.1461,0.45,1.4974,-0.2429,1.5205,-0.2063,1.3502,0.9989,509,动词。应付突然发生的情况,名词。物体由于外因（受力、温度变化等）或内在缺陷，它的形状尺寸所发生的相对改变,780,781,sense1,sense2,4.86,6.28,-1.42,1.42,5.57
1,上天,那枚火箭在点火之后成功上天。,那枚火箭在点火之后顺利上天。,Same,Same,Different,3970,7,62,Correct,1,0.873046875,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,377,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
1,上天,你或许可以求得上天对你的谅解。,技术人员做好了卫星上天后的连接准备。,Different,Different,Different,1972,1,114,Correct,1,0.873046875,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,384,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
1,上天,我们的最终目标是让宇航员平安上天。,他愿意跪在此处向上天磕头谢罪。,Different,Different,Different,2397,2,191,Correct,1,0.873046875,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,383,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
1,上天,请你明天在这个时间点忏悔上天。,请你明天在这个时间点准时上天。,Different,Same,Different,4050,1,249,Correct,1,0.873046875,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,382,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
1,上天,她时刻准备着要起飞上天。,她时刻准备着要祷告上天。,Different,Same,Different,6462,1,312,Correct,1,0.873046875,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,381,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
1,上天,他的呼喊最后感动了上天。,那个人的恶行终究触怒了上天。,Same,Different,Different,1606,7,375,Correct,1,0.873046875,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,380,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
1,上天,你最好现在就开始乞求上天。,你最好现在就开始祈祷上天。,Same,Same,Different,1327,7,436,Correct,1,0.873046875,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,379,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
1,上天,我很高兴看到飞机最终上天了。,中国的嫦娥七号在戈壁滩试飞上天。,Same,Different,Different,1774,7,504,Correct,1,0.873046875,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,378,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
10,上天,请你明天在这个时间点忏悔上天。,请你明天在这个时间点准时上天。,Different,Same,Different,5565,1,6,Correct,1,0.90234375,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,382,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
10,上天,她时刻准备着要起飞上天。,她时刻准备着要祷告上天。,Different,Same,Different,3105,1,76,Correct,1,0.90234375,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,381,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
10,上天,他的呼喊最后感动了上天。,那个人的恶行终究触怒了上天。,Same,Different,Different,2945,7,130,Correct,1,0.90234375,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,380,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
10,上天,你最好现在就开始乞求上天。,你最好现在就开始祈祷上天。,Same,Same,Different,1618,7,205,Correct,1,0.90234375,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,379,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
10,上天,我很高兴看到飞机最终上天了。,中国的嫦娥七号在戈壁滩试飞上天。,Same,Different,Different,3461,7,270,Correct,1,0.90234375,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,378,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
10,上天,那枚火箭在点火之后成功上天。,那枚火箭在点火之后顺利上天。,Same,Same,Different,2648,7,336,Correct,1,0.90234375,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,377,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
10,上天,你或许可以求得上天对你的谅解。,技术人员做好了卫星上天后的连接准备。,Different,Different,Different,2146,1,391,Correct,1,0.90234375,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,384,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
10,上天,我们的最终目标是让宇航员平安上天。,他愿意跪在此处向上天磕头谢罪。,Different,Different,Different,2510,1,453,Correct,1,0.90234375,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,383,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
11,上天,你或许可以求得上天对你的谅解。,技术人员做好了卫星上天后的连接准备。,Different,Different,Different,5414,1,31,Correct,1,0.8515625,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,384,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
11,上天,我们的最终目标是让宇航员平安上天。,他愿意跪在此处向上天磕头谢罪。,Different,Different,Different,3518,1,94,Correct,1,0.8515625,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,383,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
11,上天,请你明天在这个时间点忏悔上天。,请你明天在这个时间点准时上天。,Different,Same,Different,8832,1,149,Correct,1,0.8515625,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,382,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
11,上天,她时刻准备着要起飞上天。,她时刻准备着要祷告上天。,Different,Same,Different,6663,7,224,Incorrect,0,0.8515625,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,381,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
11,上天,他的呼喊最后感动了上天。,那个人的恶行终究触怒了上天。,Same,Different,Different,7371,7,273,Correct,1,0.8515625,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,380,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
11,上天,你最好现在就开始乞求上天。,你最好现在就开始祈祷上天。,Same,Same,Different,2182,7,342,Correct,1,0.8515625,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,379,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
11,上天,我很高兴看到飞机最终上天了。,中国的嫦娥七号在戈壁滩试飞上天。,Same,Different,Different,3737,7,411,Correct,1,0.8515625,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,378,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
11,上天,那枚火箭在点火之后成功上天。,那枚火箭在点火之后顺利上天。,Same,Same,Different,1309,7,473,Correct,1,0.8515625,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,377,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
12,上天,你最好现在就开始乞求上天。,你最好现在就开始祈祷上天。,Same,Same,Different,5284,7,16,Correct,1,0.86328125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,379,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
12,上天,我很高兴看到飞机最终上天了。,中国的嫦娥七号在戈壁滩试飞上天。,Same,Different,Different,2852,6,73,Correct,1,0.86328125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,378,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
12,上天,那枚火箭在点火之后成功上天。,那枚火箭在点火之后顺利上天。,Same,Same,Different,5088,7,133,Correct,1,0.86328125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,377,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
12,上天,你或许可以求得上天对你的谅解。,技术人员做好了卫星上天后的连接准备。,Different,Different,Different,5501,3,206,Correct,1,0.86328125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,384,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
12,上天,我们的最终目标是让宇航员平安上天。,他愿意跪在此处向上天磕头谢罪。,Different,Different,Different,2387,1,258,Correct,1,0.86328125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,383,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
12,上天,请你明天在这个时间点忏悔上天。,请你明天在这个时间点准时上天。,Different,Same,Different,6305,3,322,Correct,1,0.86328125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,382,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
12,上天,她时刻准备着要起飞上天。,她时刻准备着要祷告上天。,Different,Same,Different,1985,2,395,Correct,1,0.86328125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,381,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
12,上天,他的呼喊最后感动了上天。,那个人的恶行终究触怒了上天。,Same,Different,Different,2745,7,449,Correct,1,0.86328125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,380,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
13,上天,她时刻准备着要起飞上天。,她时刻准备着要祷告上天。,Different,Same,Different,2672,1,39,Correct,1,0.8828125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,381,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
13,上天,他的呼喊最后感动了上天。,那个人的恶行终究触怒了上天。,Same,Different,Different,2379,7,105,Correct,1,0.8828125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,380,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
13,上天,你最好现在就开始乞求上天。,你最好现在就开始祈祷上天。,Same,Same,Different,1604,7,164,Correct,1,0.8828125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,379,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
13,上天,我很高兴看到飞机最终上天了。,中国的嫦娥七号在戈壁滩试飞上天。,Same,Different,Different,9808,6,239,Correct,1,0.8828125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,378,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
13,上天,那枚火箭在点火之后成功上天。,那枚火箭在点火之后顺利上天。,Same,Same,Different,3109,7,298,Correct,1,0.8828125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,377,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
13,上天,你或许可以求得上天对你的谅解。,技术人员做好了卫星上天后的连接准备。,Different,Different,Different,1725,1,358,Correct,1,0.8828125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,384,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
13,上天,我们的最终目标是让宇航员平安上天。,他愿意跪在此处向上天磕头谢罪。,Different,Different,Different,1958,1,431,Correct,1,0.8828125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,383,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
13,上天,请你明天在这个时间点忏悔上天。,请你明天在这个时间点准时上天。,Different,Same,Different,2771,1,490,Correct,1,0.8828125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,382,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
14,上天,她时刻准备着要起飞上天。,她时刻准备着要祷告上天。,Different,Same,Different,3156,1,60,Correct,1,0.892578125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,381,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
14,上天,他的呼喊最后感动了上天。,那个人的恶行终究触怒了上天。,Same,Different,Different,4190,7,124,Correct,1,0.892578125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,380,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
14,上天,你最好现在就开始乞求上天。,你最好现在就开始祈祷上天。,Same,Same,Different,2917,7,185,Correct,1,0.892578125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,379,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
14,上天,我很高兴看到飞机最终上天了。,中国的嫦娥七号在戈壁滩试飞上天。,Same,Different,Different,12555,3,254,Incorrect,0,0.892578125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,378,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
14,上天,那枚火箭在点火之后成功上天。,那枚火箭在点火之后顺利上天。,Same,Same,Different,3097,7,317,Correct,1,0.892578125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,377,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
14,上天,你或许可以求得上天对你的谅解。,技术人员做好了卫星上天后的连接准备。,Different,Different,Different,2117,1,373,Correct,1,0.892578125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,384,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
14,上天,我们的最终目标是让宇航员平安上天。,他愿意跪在此处向上天磕头谢罪。,Different,Different,Different,1819,1,442,Correct,1,0.892578125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,383,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense1,sense2,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
14,上天,请你明天在这个时间点忏悔上天。,请你明天在这个时间点准时上天。,Different,Same,Different,2280,1,509,Correct,1,0.892578125,10.7222222222222,2.1173,2.0969,3.91,17.2128,-1.3964,0.1337,-4.1744,0.3846,0.9952,382,动词。上升到天空,名词。迷信的人指主宰自然和人类的天,5,7,sense2,sense1,3.982456140350877,4.192982456140351,-0.2105263157894739,0.2105263157894739,4.087719298245614
